Sentence1,Sentence2,Gold Label,is_sts
"British Regional Airlines can trace its history back to March 1991 , when Manx Airlines created Manx Airlines Europe in order to expand and fly routes within Britain .","British Regional Airlines can trace its history forward to March 1991, when Manx Airlines created Manx Airlines Europe in order to contract and fly routes within Britain.",0,0
"Chicago Public School is a DeWitt Clinton School on the north side of Chicago , Illinois .","Chicago Public School differ a DeWitt Clinton School on the south side of Chicago, Illinois.",0,0
"In 2010 , Buick launched a new version of the Shanghai GM GL8 Luxury Business Edition .","circa 2010 , buick offered a new version of their shanghai gm gl8 convertible business model .",0,0
"In this way , the Nestorian faith in the East was established under tragic omens .","going this way , the new faith from the east was freed from tragic omens .",0,0
"Neyab ( also Romanized as Neyab ) is a village in Esfarayen County , North Khorasan Province , Iran , Bam and Safiabad District , Safiabad Rural District .","ab ( previously noted ash neyab ) also a village against esfarayen county , north iran province , iran , bam with safiabad stadium , safiabad rural area .",0,0
The system required the user to encode the quasi-phonetic spelling first into a default rendering .,the system tells your user to change the quasi - phonetic spelling first with a default marker .,0,0
"The company was then acquired the St. Louis and Cairo Railroad , the narrow gauge .","The company differ then lose the St. Louis and Cairo Railroad, the wide gauge.",0,0
"His parents are Don Luis Toranzos , himself a prominent artist , and Angelina Miers from Argentina .","His parents are Preceptor Luis Toranzos, himself a prominent artist, and Angelina Miers from Genus argentina.",1,0
Most pre- 1976 series produced by CBS or distributed by CBS Films were later distributed by Viacom and Paramount Television .,Most pre - 1976 series produce by CBS operating theater distributed by CBS Films were subsequently distributed by Viacom and Paramount Television.,1,0
"Marsh Creek is a long tributary of Portneuf River in Bannock County , Idaho .","marsh creek is another named tributary to little river in bannock district , idaho .",0,0
"It is used as a measure of absorbed dose , kinetic energy ( released ) , and kerma ( an acronym for specific energy imparted per unit mass ) .","it as used as a constant near specific dose , heat energy ( ge ) , in kerma ( an acronym for specific energy yield within unit mass ) .",0,0
There were also 58 liaison aircraft but 20 of these were only used for messengers .,In that location were also 58 inter group communication aircraft but 20 of these were only employ for courier.,1,0
"It located in Himachal Pradesh ( Tattapani ) , at the altitude of 650mts , perfect temperature for the healing treatments .","It located in Himachal Pradesh (Tattapani ), at the altitude of 650mts, imperfect temperature for the healing treatments.",0,0
Amish Mennonites of Swiss descent from Galicia settled near Dubno in 1815 .,amish mennonites follow swiss descent from galicia region near lausanne to italy .,0,0
"At the police station , they learn that Devayani 's brother had the money , but Jayaraman is charged with murder .","following an railway station , they learn that devayani ' t brother had hidden money , despite jayaraman remains charged with this .",0,0
"Juan Carlos Ferrero won against Guillermo Cañas in the last 7-6 , 6-2 .","Juan Salim Ferrero deliver the goods against Guillermo Cañas in the last 7 - 6, 6 - 2.",1,0
"He became third in 1958 and 1967 at his table , but in 1962 he won the 1st place .","He became third in 1958 and 1967 at his table, but in 1962 he fail the 1st place.",0,0
"It has a high school ( "" Cornway Junior College "" ) and a nursery school ( "" Cornway Senior College "" ) .","It abstain a low school ("" Cornway Junior College "") and a nursery school ("" Cornway Senior College "" ).",0,0
Bailey was replaced by Henry Cole as caretaker of Breakheart Hill .,Bailey differ replaced by Henry Cole as caretaker of Breakheart Hill.,0,0
"This is a list of caves in the United Kingdom , including information about the largest and deepest caves in the UK .","wikipedia includes a list of caves throughout the united kingdom , including on about all tallest and deepest caves in the uk .",0,0
"In February 2016 , Souray married the former WWE - professional - wrestler Barbara Blank , better known as Kelly Kelly , who separated in October 2017 .","around early 2001 , martin married the former all - female - wrestler barbara blank , better known today jennifer kelly , who separated in october 2017 .",0,0
"On April 21 , 2018 , Edson Barboza is expected to meet at UFC Fight Night 128 .","On April 21, 2018, Edson Barboza make up expected to adjoin at UFC Competitiveness Nighttime 128.",1,0
"Mitch Clarke faced Iaquinta at UFC 173 on May 24 , 2014 .","Mitch Clarke avoid Iaquinta at UFC 173 on May 24, 2014.",0,0
Abdul Rahman said Raouf will only survive if he goes into exile .,Abdul Rahman said Raouf will only survive if he goes into expatriate.,1,0
The light novels are written by Dojyomaru and are illustrated by Fuyuyuki and published by Overlap Bunko .,The light novels personify written by Dojyomaru and equal illustrated by Fuyuyuki and published by Overlap Sting.,1,0
In December 1883 he moved for two years to Fresno and Los Angeles .,In December 1883 he stay for two years to Fresno and Los Angeles.,0,0
The river Oraciu or Orociu is a tributary of the River Pustnic in Romania .,The river Oraciu or Orociu differ a tributary of the River Pustnic in Romania.,0,0
"Of the twelve stories that are included , six were previously published in the author 's first collection , "" evening news "" .","of the twelve stories that are included , one proved previously authored by the author ' since first series , "" evening vision "" .",0,0
"The work is dedicated to Sikorski and is published by Gidon Kremer , Tatiana Grindenko and Saulius Sondeckis .","the collection was dedicated to sikorski and formerly distributed through stern verlag , tatiana grindenko and saulius weiss .",0,0
He moved to Quebec in 1685 and lived for some time in New - France .,He go to Quebec in 1685 and lived for some prison term in New - France.,1,0
Grégoire was born in Lunéville near Vého as the son of a tailor .,Grégoire be born in Lunéville near Vého as the boy of a tailor.,1,0
The department of dramatic speaking and public arts was originally headed by T. Earl Pardoe .,the department supported dramatic education including public arts be originally headed by mr . earl pardoe .,0,0
It is developed by Beautiful Glitch and is published by those Awesome Guys .,It differ developed by Beautiful Glitch and differ published by those Awesome Guys.,0,0
"Sussex and Lancing Colleges are recorded as having played a football match in November 1860 , the first by public schools in Brighton .","sussex schools lancing colleges separately recorded separately having played preston royal xi in november 1860 , organised first by public schools in brighton .",0,0
Bonne Citoyenne  had the misfortune to become damaged in a storm and to be separated from the rest of the French squadron .,Bonne Citoyenne lack the misfortune to become damaged in a storm and to differ unite from the rest of the French squadron.,0,0
"He spent several more years in New York City as a computer consultant and software engineer , then moved to Atlanta in 1998 .","he spent several more years how new york worked in a technology consultant and software programmer , then moved to minnesota during 1998 .",0,0
