Sentence1,Sentence2,Gold Label
"ONG KONG, July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for free elections and the resignation of Hong Kong's leader.","ONG KONG , July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for innocent elections and the resignation of Hong Kong 's leader .",1
About 120 potential jurors were being asked to complete a lengthy questionnaire.,About 120 potentiality jurors were being asked to complete a drawn out questionnaire .,1
Microsoft fell 5 percent before the open to $27.45 from Thursday's close of $28.91.,Microsoft fell 5 percent before the open up to $ 27.45 from Thursday 's close of $ 28.91 .,1
The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,The acquisition has been approved by both companies ' board of directors and is expected to close in the thirdly quarter this year .,1
"The 39-year-old Luster initially gave police a false name, but later revealed his true identity.","The 39-year-old Luster ab initio gave police a put on name , but afterwards revealed his true up identity .",1
"Saddam loyalists have been blamed for sabotaging the nation's infrastructure, as well as frequent attacks on U.S. soldiers.","Saddam loyalists have been blamed for sabotaging the nation 's infrastructure , as fountainhead as shop attacks on U.S. soldiers .",1
"""It's a huge black eye,"" said New York Times Company chairman Arthur Sulzberger.","`` It 's a immense negro eye , '' said New York Times Company chairman Arthur Sulzberger .",1
"She told Murray, ""We ... we have ... the fresh air is going down fast!""","She told Murray , `` We ... we have ... the reinvigorated air is going down dissolute ! ''",1
"On April 11, Mayor Bart Peterson said it was ""inconceivable"" that the airline would resume operations at the base that had employed 1,500 workers, including 1,100 mechanics.","On April 11 , Mayor Bart Peterson said it was `` unimaginable '' that the airline would resume operations at the base that had employed 1,500 workers , including 1,100 mechanics .",1
Dotson was arrested Monday in his native Maryland and charged with murder.,Dotson was arrested Monday in his indigene Maryland and charged with murder .,1
Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the Indian Ocean.,Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the american indian language Ocean .,1
Another was in serious condition at Northwest Medical Center in Springdale.,Another was in sober condition at Northwest Medical Center in Springdale .,1
"With the exception of dancing, physical activity did not decrease the risk.","With the exception of dancing , strong arm activity did not decrease the risk .",1
"In Texas, public watchdog groups opposed Mr. Bush's efforts to house his papers at his father's presidential library, where they would have remained secret for a half-century.","In Texas , world watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's presidential library , where they would have remained hole and corner for a half-century .",1
Four of those killed by Williams were black; the other was white.,Four of those killed by Williams were smuggled ; the other was caucasian .,1
A hearing Thursday morning before Judge Elizabeth Long in Fulton County Superior Court marked one of the first steps in deciding the case of Matthew Whitley.,A hearing Thursday morning before Judge Elizabeth Long in Fulton County Superior Court marked one of the beginning steps in deciding the case of Matthew Whitley .,1
"""It's amazing to be part of an industry that rewards its young,"" said Hernandez, who only graduated from Parsons School of Design last May.","`` It 's astonishing to be part of an industry that rewards its whitney moore young jr , '' said Hernandez , who only graduated from Parsons School of Design go May .",1
Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey.,Sir Richard was speaking after a meeting in London with aboriginal australian Tourism Minister Joe Hockey .,1
"Ryan Harvey, a high school outfielder from Florida, was chosen sixth by the Cubs.","Ryan Harvey , a high school school outfielder from Florida , was chosen th by the Cubs .",1
"The Nasdaq fell 49.95 points, or 2.86 percent, to end at 1,698.02, based on the latest available data.","The Nasdaq fell 49.95 points , or 2.86 percent , to end at 1,698.02 , based on the latest useable data .",1
The bulk of the bill - $64.7 billion - goes for military operations primarily in Iraq and Afghanistan.,The bulk of the bill - $ 64.7 billion - goes for military machine operations chiefly in Iraq and Afghanistan .,1
"The product will be targeted at companies that need to create, publish, manage and archive web-based content within a corporate intranet, extranet and internet environment.","The product will be targeted at companies that need to create , publish , manage and file away web-based content within a incorporated intranet , extranet and internet environment .",1
