Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
What about the drink order alerted Major Hellstrom?,"<p>In the 2009 film <a href=""https://en.wikipedia.org/wiki/Inglourious_Basterds"" rel=""nofollow noreferrer""><strong>Inglorious Basterds</strong></a>, British intelligence agent Archie Hicox is meeting a German spy in a tavern, but his unusual accent catches the attention of Gestapo officer Major Dieter Hellstrom. The two banter back and forth for several minutes, with Hellstrom attempting to catch Hicox in a lie. Finally, Hellstrom orders a bottle of scotch and asks Hicox how many glasses. Hicox orders three glasses, saying ""Drei glasse"", and holding up three fingers as he does so. After the drinks are delivered,</p>

<blockquote class=""spoiler"">
  <p> Hellstrom pulls his pistol under the table and states that Hicox just gave himself away. leading to a fast-paced shootout scene.</p>
</blockquote>

<p>As far as I can tell, Hicox's use of German was correct, so I'm thinking perhaps the gesture of three fingers was behind the Major's behavior. After repeated viewings, however, the answer still eludes me.</p>

<p><strong>What about the drink order alerted Major Hellstrom?</strong></p>
",105566,12-12-2019 02:20,How could Lt. Hicox fluently speak German and then give himself away by using the wrong gesture?,"<p>In <em>Inglorious Basterds</em>, Lt. Hicox is an English officer who speaks German fluently yet with a mild accent. Speaking a language fluently requires a lot of practice with native speakers and so spending a lot of time with them. So I'd expect that he should know German culture well enough to not order ""three glasses"" with a wrong gesture (which was the key to the failure of his covert operation).</p>

<p>How is it possible that he speaks German fluently (and so had exposure to native German speakers) and then gives himself away by using the wrong gesture?</p>
",11178,30-04-2013 09:17
"What gift does Clarke give his boss, Mr. Shirley in Nation Lampoons Christmas Vacation?","<p>In the movie, Clarke gives a gift to his boss and all of the boxes are the exact same shape. Is it everyone hinted/explained what the gift was? And why they were all the same?</p>
",105903,27-12-2019 03:24,Why are all of Mr. Shirley's gifts the same?,"<p>In <a href=""https://en.wikipedia.org/wiki/National_Lampoon%27s_Christmas_Vacation"" rel=""noreferrer""><em>Christmas Vacation</em></a>,  Clark is bringing his boss, Mr. Shirley a Christmas gift.  Mr. Shirley is annoyed at being interrupted and tells Clark to put it with the others. </p>

<p>The other gifts are on a table behind Clark.  All of the gifts are the same exact size and shape as is the one that Clark has.</p>

<p><a href=""https://i.stack.imgur.com/SKOox.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/SKOox.jpg"" alt=""gifts""></a></p>

<p><strong>Is there any reason why the gifts are the same?   Is this ever explained?</strong> </p>
",84090,23-12-2017 00:59
The Shining Food Locker Scene,"<p>In <em>The Shining</em>, how did Jack make it out of the food storage locker? Earlier, Wendy locked him in. Delbert Grady is an evil spirit roaming the Overlook Hotel. If Delbert Grady is only an evil spirit, how did Jack Torrence get out?</p>
",106144,08-01-2020 21:16,Who opened the store room door in The Shining?,"<p>The movie ""The Shining"" is a psychological horror, in genre. So there should not be any supernatural activity going on in the film. </p>

<p>In one scene towards the climax, Jack was locked in the store room by his wife and the door of the store room was locked from outside. While he was talking with Grady, after their conversation, the door was unlocked and let Jack flee from the store room. The question is who opened the door? There were only three people at the hotel including Jack, his wife and son. Since there is no ghostly activity shown in the movie (except for some hallucinations), what is the most probable description of it?</p>
",62548,30-10-2016 15:14
In the movie prisoners what does Alex mean he never came,"<p>When Alex Jones is imprisoned in the makeshift shower/bath torture area made by Keller Dover. He says during one scene “I’m not Alex.” But then he says “I waited but he never came” “ I just wanted to play but he never came” .... this part confuses me, who is Alex referring to when he says “he never came?” Is this is real dad? Another kid who was kidnapped? If anyone can help explain who is the “he never came” that would be awesome. Thanks</p>
",106336,18-01-2020 04:18,"Who is Alex Jones referring to when he says: ""I waited but he never came""?","<p>While captured in the ""wooden"" prison in <em>Prisoners</em>, Alex Jones says: ""I waited but he never came"". Who is he referring to?</p>
",42895,29-10-2015 18:21
Why does Dr. Banks not know about having called the General?,"<p>Why does Dr. Banks in the future seem surprised on hearing that she had called the Chinese General in <em>Arrival</em> (2016)?</p>

<p>There are two ways she can perceive the future:</p>

<ol>
<li><p>As an active observer: Her present consciousness is transported to her future body. This doesn't make sense because if this were the case, every time she experiences a vision about her daughter, she would act confused about where she was and maybe even ask the girl who she was. Instead, she acts as if she's known the girl all her life and converses easily with her.</p></li>
<li><p>A passive observer: This would make perfect sense in the movie if not for the General scene. She has no control over what her future self says or does. She simply experiences what her future self is. If this is the correct theory, she would act confidently, maybe even smile and ask the Chinese General for his phone number and wife's death words so her past self can dial him. Not be surprised and shocked.</p></li>
</ol>

<p>So what is the correct theory? The final result seems like a mash of the two theories.</p>
",106744,14-02-2020 05:06,Would the 18 months later conversation between Louise and General Shang still be the same after the events of the movie?,"<p>Would the 18 months later conversation between Louise and General Shang in <em>Arrival</em> still be the same after Louise having accessed the information from that conversation before she ""physically"" reaches that point in time? If not, wouldn't that create a paradox?</p>

<p>For the immutable time theory to work, i.e. Louise to be unaware of her calling him, she shouldn't have that information which after the events of the movie she does. </p>

<p>Does this suggest a multiple timeline theory? That would support heptapods trying to change their fate by transcending humans and asking for their help. But at the same time it challenges their ability to be able to perceive the future, as there would be infinite possibilities and also they would have choice to change their fate which the movie plot goes against.</p>
",68146,05-02-2017 18:17
Why couldn't Cobb show the totem to Mal?,"<p>In <em>Inception</em>, why didn't Cobb just spin the totem in the real world to show Mal that she is finally back to reality so she wouldn't have killed herself?</p>
",107339,21-03-2020 21:14,Why didn't Mal use her totem (spinning top) before she actually died?,"<p>In <em>Inception</em>, it was told that the totem's concept was invented by Mal.</p>

<p>Then why didn't Mal use her spinning top to find out if she is in a dream or not before jumping off the window?</p>

<p>Is it the case that she didn't remember that she has a totem?</p>
",36565,13-07-2015 12:25
How did Jane die?,"<p>In Breaking Bad, season 2, ep 12 ~ ep 13, Jesse's girl friend / landlord Jane died.</p>

<p>She started vomiting during sleep, and died shortly after.</p>

<p>I would imagine vomiting violently like she was would have waken herself up and it would not be so hard to stand up from her bed and saved herself from choking.</p>

<p>Or she die because of other reasons? </p>

<p>I heard of people suffocated themselves with their own vomit due to being deeply drunk, but not being in sleep.</p>
",108530,02-04-2020 12:07,How did Jane start suffocating after smoking heroin?,"<p>In Breaking Bad S02E12 I couldn't understand the last scene when Walter came back to Jesse and, while trying to wake him up, Jane just starts vomiting and suffocating. Was it because of heroin? If so then why did the same not happen to Jessie?</p>

<p>Please explain the whole thing.</p>
",16657,13-01-2014 19:38
What is that ritual performed by the two Mexican assassins?,"<p>In S03E01 of <em>Breaking Bad</em>, Tuco's two cousins crawl into a temple where they put a sketch of Heisenberg onto a shrine. </p>

<p>There are others doing this ritual too, what is it?</p>

<p><a href=""https://i.stack.imgur.com/7DVQ1.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7DVQ1.jpg"" alt=""enter image description here""></a></p>
",108538,03-04-2020 02:22,Why were the villagers and the axe-wielding hitman brothers crawling towards a shrine?,"<p>At the start of Season 3 <em>Breaking Bad</em>, we see a bunch of villagers and Tuco's cousins crawling on their bellies towards some shrine where they put a drawing of Walter White as some kind of ""offering"".</p>

<p>Why were the villagers and the cousins crawling towards this shrine?</p>
",14618,17-10-2013 21:32
What is that ritual performed by the two Mexican assassins?,"<p>In S03E01 of <em>Breaking Bad</em>, Tuco's two cousins crawl into a temple where they put a sketch of Heisenberg onto a shrine. </p>

<p>There are others doing this ritual too, what is it?</p>

<p><a href=""https://i.stack.imgur.com/7DVQ1.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7DVQ1.jpg"" alt=""enter image description here""></a></p>
",108538,03-04-2020 02:22,Why were the villagers and the axe-wielding hitman brothers crawling towards a shrine?,"<p>At the start of Season 3 <em>Breaking Bad</em>, we see a bunch of villagers and Tuco's cousins crawling on their bellies towards some shrine where they put a drawing of Walter White as some kind of ""offering"".</p>

<p>Why were the villagers and the cousins crawling towards this shrine?</p>
",14618,17-10-2013 21:32
Why did the doctor make a cut on sick Marianna's wrist?,"<p>I didn't quite understand a scene in <em>Sense and Sensibility</em> (1995) adapated from the Jane Austen novel. Why did the doctor make a cut on ill Marianna's wrist?</p>

<p><a href=""https://i.stack.imgur.com/b6roj.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/b6roj.jpg"" alt=""enter image description here""></a></p>

<p>She caught fever while wandering in the rain.</p>
",109309,25-05-2020 16:49,What is the name of this medical practice?,"<p>In the movie <em>The VVitch</em>, Caleb returns to his family after being seduced by a witch. </p>

<p>Then he receives a cut into his right temple to allow bloodletting, what is the name of this medical practice?</p>

<p><a href=""https://i.stack.imgur.com/eFwod.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/eFwod.jpg"" alt=""boy is having blood dripping into a bowl""></a></p>
",104855,29-10-2019 05:58
