Sentence1,Sentence2,Gold Label,is_sts
Is Archives of Applied Medicine (aoamj.org) a respectable Journal/Conference?,"With Beall's List gone, how can I tell if a journal is spam?",0,0
Is it fine to submit a paper with acknowledgements in it?,At what stage should acknowledgements be inserted into the paper if review is not double-blind?,1,0
Will a MS with ~3.7GPA with good research experience and strong recommendations offset my horrible U-GPA to get into PhD?,"How does the admissions process work for Ph.D. programs in the US, particularly for weak or borderline students?",0,0
"paper' status is changing between ""awaiting reviewer assignment"" to ""awaiting reviewer invitation""",What does the typical workflow of a journal look like?,0,0
According to Germans: Why does Germany lag behind UK in scientific publications?,Why does the UK produce so many research papers?,1,0
"What does ""Awaiting SE Preliminary Decision"" mean for IEEE transactions journal?",What does the typical workflow of a journal look like?,1,0
PhD student who should be the correpsonding author,Should student or supervisor be corresponding author for publications based on student research?,1,0
"An equivalent of arXiv, but for tabular and other experimental data?","Data publication basics - where, why, how, and when should I publish my unpublished data?",1,0
What should you do if coauthor refuses to work on paper and refuses to consent to submit it?,Supervisor delays publication over style questions for years – can I remove him from the authors list?,0,0
"If a journal requires ""Article Processing fee"" does that make it a predatory journal?","With Beall's List gone, how can I tell if a journal is spam?",1,0
How to find a reputable open access journal?,"What are ""fake"", ""shady"", and/or ""predatory"" journals?",0,0
One line thank-you emails to lecturers/professors - yes or no?,"Is generic ""thank you"" email a waste of time in academia?",0,0
Is it proper to do dual Ph.D in math?,Is doing two PhDs a good path?,0,0
Can I name my algorithm after myself?,Why the taboo against naming discoveries after yourself?,0,0
Can we have a citation in the Works Cited and not use it in an essay?,Should I do anything when I see several references that are not used in the text?,1,0
Acceptable to do significant work on PhD before officially starting?,Can students finish much of their PhD thesis before applying to a PhD program?,1,0
What would be a good strategy to avoid being scooped?,What provisions exist to handle scooping when there are multiple reviews of research papers?,1,0
Automated legal download of multiple full-text PDFs by parsing entries in bib file,Are there any tools to automatically search and download literature in a given .bib file?,1,0
Manuscript went from 'awaiting referee selection' to 'awaiting decision'. What does this mean?,What does the typical workflow of a journal look like?,1,0
Is it worth it going to academic conferences as undergraduate without any research to present?,Is it weird to visit a scientific conference as an undergraduate student?,1,0
Who( editor or reviewer) reviews a revised manuscript?,What does the typical workflow of a journal look like?,0,0
How does grad school view a consistent B average in a course sequence?,"How does the admissions process work for Ph.D. programs in the US, particularly for weak or borderline students?",1,0
How do you deal with aggressive and rude (irrelevant) questions in a conference?,What to do about questions that are designed to embarrass the speaker?,1,0
